PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
10	Unknown	899	6.463765	6.690485	6.888001	246.2423	267784.9375	1195502.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5355.699	246.24231:301172 247.13287:4154 247.2455:41895 247.86391:2526 248.0211:9392 248.11209:3035 249.14828:11277 250.02145:5138 251.12416:12250 251.1637:16306	
11	Unknown	961	7.063478	7.143978	7.246318	227.1247	179366.984375	789155.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	69.55078	227.12471:200279 228.12807:22111 229.11768:13014 229.1434:9516 229.15852:3677 230.10136:5917 231.08327:3951 231.15863:9561 232.04866:26959	
12	Unknown	973	7.143978	7.231705	7.370648	289.07	165939.984375	674523.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	52.44205	289.06998:186076 289.96091:2624 290.07321:21320 290.159:4528 291.15613:7583 291.19446:4767 293.13486:11559 293.17191:14830 293.21048:4033 293.34134:2510	
13	Unknown	1014	7.312147	7.531547	7.692493	325.2482	152127.96875	590213.8125	null	[M+H]+	M + 0	similar chromatogram in higher mz_14	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	196.1009	325.16211:21329 325.20035:16004 325.24823:175259 326.16544:3379 326.20358:4089 326.25162:32368 327.00781:13512 327.14218:4547 327.1778:20630 327.21542:9977 327.25458:5011 329.00494:11137 329.15652:7425 329.19455:7816 329.78687:2529 330.22736:18015	
14	Unknown	1014	7.458412	7.531547	7.76563	347.2303	156867.21875	602385.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	283.3887	347.14221:2724 347.18289:6114 347.23029:181037 348.20276:3029 348.23331:35165 348.99017:4449 349.16208:14227 349.198:15731 349.23676:8493 350.94412:2626 350.98654:3051 351.1416:4967 351.17755:36330 351.21368:15760 352.18146:7076 352.21869:4220	
15	Unknown	1018	7.48036	7.560802	7.692493	289.0703	228977.9375	880354.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	72.35184	289.07031:249682 290.07376:39999 290.15811:2539 290.19553:4823 291.1199:4390 291.15594:7618 291.1951:12378 293.13531:7806 293.17166:20124 293.21106:4197	
16	Unknown	1026	7.553495	7.619365	7.714386	213.1459	114046.578125	511117.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	80.87844	213.11252:6461 213.14592:134047 213.97754:3301 214.14906:13176 214.17999:12381 215.10602:3366 215.12378:3893 215.12822:8826 216.07196:5989 216.08661:10207 217.10371:4532 217.12222:4542 217.15866:8443 217.98752:3453 218.10225:21086	
17	Unknown	1043	7.509658	7.74375	7.889923	259.0598	641037.3125	2575531	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12820.75	259.04984:2537 259.05978:759746 259.16931:3150 260.06314:103050 261.06339:6759 261.13016:4586 261.1846:4556 261.60983:2259 262.98096:7739 263.12534:4357 263.16098:6500	
18	Unknown	1047	7.663192	7.772903	7.919178	149.0232	307142.5	1554356.375	null	[M+H]+	M + 0	similar chromatogram in higher mz_19; similar chromatogram in higher mz_20	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	115.4497	148.95378:4397 148.97415:103155 149.02316:312154 149.04784:5288 149.05954:3339 149.09607:8236 149.13223:9970 149.97192:18169 150.02657:23760 150.07559:6437 150.96954:43807 151.07527:13137 151.11148:17016 151.14795:6423 152.04709:3922 152.06189:10894 152.9669:7785 153.05446:10308 153.06554:4365 153.09079:22550 153.12721:14770 153.97878:4168	
19	Unknown	1047	7.692493	7.772903	7.970362	177.0544	126405.9609375	530305.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	137.0272	176.96912:13537 176.98915:5658 177.03357:12206 177.04242:2150 177.0544:148032 177.08752:3380 177.09096:9785 177.12724:11633 177.99203:43468 178.05768:16988 178.96422:4973 178.99959:3939 179.10648:29803 179.1427:7550 180.10959:3587 180.97826:17468 181.00037:31763 181.04935:9283 181.08575:8230 181.12198:14395 181.15866:3012	
20	Unknown	1047	7.692493	7.772903	7.941107	245.0781	126080.0390625	522677.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	107.4533	245.07812:135387 245.15359:5696 245.89659:2570 246.08141:17136 246.0966:3781 246.32378:2328 247.12949:2389 247.1335:2867 247.16943:4454 248.02121:17638 248.11166:4963 249.10921:2859 249.14841:9037 249.18469:3129 250.02182:7744	
21	Unknown	1053	7.568121	7.816777	8.145888	274.2737	232950.859375	1100716.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4659.017	274.16418:4673 274.27365:241679 275.27704:33154 275.45795:2663 276.28049:5204 277.14172:3016 277.1796:10375 278.26682:2065 278.95288:3104 279.11981:7660 279.15939:8354 279.19516:4382	
22	Unknown	1065	7.831403	7.904552	7.970362	351.2139	135949.484375	555485.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	53.4994	350.98633:2870 351.17773:29087 351.2139:156190 352.21732:37254 352.23325:2967 353.15665:8935 353.19315:29332 353.22955:8596 354.19693:3809 355.17337:7766 355.20923:7498	
23	Unknown	1099	8.036193	8.153207	8.409177	279.0926	1023427.1875	4004345	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	896.8414	278.95294:4622 279.08221:8562 279.09262:1189404 279.10147:9653 279.11816:5645 279.15533:8833 279.19489:8985 279.64673:2297 280.09595:235377 281.0993:20808 281.13516:6463 281.17435:7890 282.13696:16324 282.14502:2144 282.17752:2548 282.20328:22469 283.1142:4476 283.14008:4247 283.15408:4994 283.19:6290 283.2066:4918	
24	Unknown	1099	7.933795	8.153207	8.292162	280.0959	201906.65625	745881.625	null	[M+H]+	M + 1	isotope of 23	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4038.133	279.64673:2297 280.09595:235377 281.0993:20808 281.13516:6463 281.17435:7890 282.13696:16324 282.14502:2144 282.17752:2548 282.20328:22469 283.1142:4476 283.14008:4247 283.15408:4994 283.19:6290 283.2066:4918 284.18402:2443	
25	Unknown	1101	7.955735	8.167876	8.277581	226.1795	250186.75	872937.125	null	[M+H]+	M + 0	similar chromatogram in higher mz_26; similar chromatogram in higher mz_27	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	419.6876	226.17172:3137 226.17947:287578 226.68832:2400 227.10312:3820 227.1272:11854 227.16394:4224 227.18279:39825 228.19511:63201 229.11778:15086 229.14331:8629 229.19847:9027 230.10185:5665 230.24789:2530 231.08316:2752 231.15779:2883	
26	Unknown	1101	8.087379	8.167876	8.284852	244.19	142438.5625	479270.34375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	270.0267	244.04832:4325 244.19002:178151 244.26326:4953 245.19328:25279 245.66669:2290 246.13243:3290 246.71614:2834 247.16869:5649 248.02104:16050 248.11157:3427 249.14812:8572 249.18413:9473	
27	Unknown	1101	7.963048	8.167876	8.299474	266.1719	177850.34375	604506.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3557.007	266.17194:200479 266.30521:2784 267.11942:9278 267.15826:20049 267.17535:22821 267.19452:8466 268.10336:16357 268.16193:5568 269.10641:3241 269.13513:4256 269.17407:9267 269.21054:3579 269.93484:2549 271.15085:2761	
28	Unknown	1107	8.087379	8.21171	8.328727	353.229	168796.28125	929206.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	92.66071	352.98462:3917 353.15616:8520 353.18201:2539 353.19281:24319 353.22903:182349 354.19482:3028 354.23251:25355 355.07025:2988 355.17233:6582 355.20801:6986 355.24457:3311 357.22528:2867	
29	Unknown	1108	8.00693	8.219024	8.423868	228.1953	265797.40625	1482556	null	[M+H]+	M + 0	similar chromatogram in higher mz_30	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	323.4113	228.18893:3124 228.19528:319839 229.11758:14129 229.17929:30719 229.19859:50627 230.10194:4738 230.92542:3116 231.13808:3184 231.15944:3311 231.17336:2938 232.04866:42565 233.05197:5593 233.06883:4514 233.15312:3771	
30	Unknown	1108	7.999622	8.219024	8.379922	282.2033	158595.15625	786757.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	232.606	282.20334:190967 283.11444:9070 283.15289:7210 283.17502:3207 283.19022:5854 283.20663:28307 285.12949:4606 285.16644:5867 286.16937:2123 287.1846:3133	
31	Unknown	1128	8.284852	8.365295	8.562787	448.217	647785.6875	2371166.5	null	[M+H]+	M + 0	similar chromatogram in higher mz_33; similar chromatogram in higher mz_35	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	870.3217	448.21698:787254 448.24722:4024 448.25629:3564 448.28989:10248 449.22043:190036 449.25162:2767 449.29358:4173 450.22284:25594 450.26807:4257 450.30569:5077 451.23026:15513 451.26523:6835 452.23431:2686 452.77377:2608 453.17236:749392 453.20386:5083 453.21179:5059	
32	Unknown	1128	8.233657	8.365295	8.511575	449.2204	141457.171875	456857.71875	null	[M+H]+	M + 1	isotope of 31	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	243.5866	449.22043:190036 449.25162:2767 449.29358:4173 450.22284:25594 450.26807:4257 450.30569:5077 451.23026:15513 451.26523:6835 452.23431:2686 452.77377:2608 453.17236:749392 453.20386:5083 453.21179:5059 453.24518:9103 454.17572:188235	
33	Unknown	1128	8.270222	8.365295	8.577403	453.1724	634277.0625	2355961	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	610.5858	452.77377:2608 453.17236:749392 453.20386:5083 453.21179:5059 453.24518:9103 454.17572:188235 455.17783:30290 455.22479:9677 455.25967:5788 456.18176:5107 457.23969:9064	
34	Unknown	1128	8.145888	8.365295	8.628587	454.1757	142192.140625	492909.375	null	[M+H]+	M + 1	isotope of 33	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2843.843	454.17572:188235 455.17783:30290 455.22479:9677 455.25967:5788 456.18176:5107 457.23969:9064	
35	Unknown	1128	8.255591	8.365295	8.533555	476.2482	202706.796875	750012.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	193.5583	476.24817:243672 476.28348:5136 477.2518:64203 478.25412:9155 478.30008:4632 479.224:5319 479.26068:10271 480.27954:4389 481.23987:10841	
36	Unknown	1144	8.336053	8.482311	8.613956	289.07	277938.21875	1405958.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	87.08344	289.06998:303747 289.08121:2519 289.17816:2701 290.07343:46031 290.19562:6283 291.07727:3664 291.1561:4348 291.19437:5872 293.13477:9124 293.17111:15093 293.21002:4323	
37	Unknown	1149	8.328727	8.51888	8.709033	279.2312	447161.25	1831096	null	[M+H]+	M + 0	similar chromatogram in higher mz_39; similar chromatogram in higher mz_40	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	366.0795	279.0928:12521 279.11978:3594 279.15851:5556 279.19559:4789 279.23117:492111 280.23447:88014 281.1347:3462 281.17093:3787 281.23798:6771 283.11444:6495 283.151:2498 283.19:6679 283.20474:8664	
38	Unknown	1149	8.299474	8.51888	8.59204	297.2417	262971.53125	943179.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5259.431	297.12997:7589 297.16919:3280 297.24173:288303 298.24512:59475 299.0741:5201 299.18338:4095 299.24817:5178 301.13895:3272 301.21542:19155 302.19608:4045 302.21866:4162	
39	Unknown	1149	8.292162	8.51888	8.72366	333.2628	211070.1875	795931	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4221.404	333.16736:5963 333.20255:8433 333.26282:248041 334.20645:2463 334.22134:3965 334.26602:43659 335.06226:6094 335.18195:20301 335.22086:9422 335.26785:3559 336.18594:2488 336.24933:2603 337.16156:6841 337.19897:10166 337.23633:11555 338.16443:3655 338.20099:4206 338.241:2499	
40	Unknown	1149	8.423868	8.51888	8.59204	355.2448	489513.03125	1793596	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	106.7408	355.17267:3274 355.20792:6548 355.23294:26775 355.24475:561456 355.36707:6234 356.23587:4673 356.24817:114102 356.27942:2338 357.2309:3189 357.25009:9206 358.2579:3531 360.23785:5310	
41	Unknown	1150	8.423868	8.526194	8.584837	377.2286	161306.703125	674096.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	104.1417	377.01447:3010 377.15652:2934 377.17862:3379 377.19293:7190 377.22861:173061 378.19315:2729 378.21094:3746 378.23221:34094 378.24744:6277 378.3205:6935 378.39288:2367 379.17221:6505 379.20782:10466 379.24219:3019 380.21143:4576 381.11615:2795 381.18756:16829 381.22528:7843 381.88794:2391 382.19006:2463	
42	Unknown	1159	8.409177	8.59204	8.694415	517.2267	139672.71875	478211.1875	null	[M+H]+	M + 0	similar chromatogram in higher mz_43; similar chromatogram in higher mz_45; similar chromatogram in higher mz_47; similar chromatogram in higher mz_48; similar chromatogram in higher mz_49; similar chromatogram in higher mz_50	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2793.454	517.22675:160369 518.23035:46328 518.29816:3357 519.23285:6852 520.31207:4278	
43	Unknown	1159	8.277581	8.59204	8.855305	534.2533	1042321.9375	3807372	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1337.324	534.22681:6231 534.2533:1271974 534.27844:5761 534.31915:4181 534.33282:4928 534.98328:2404 535.25677:316299 536.25903:62573 537.26172:8705 538.32104:3611 539.1795:3947 539.20862:1104641	
44	Unknown	1159	8.379922	8.59204	8.753075	535.2568	265242.59375	946562.6875	null	[M+H]+	M + 1	isotope of 43	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	353.3221	534.98328:2404 535.25677:316299 536.25903:62573 537.26172:8705 538.32104:3611 539.1795:3947 539.20862:1104641 540.21204:267654	
45	Unknown	1159	8.306787	8.59204	8.745615	539.2086	897665.8125	3182868.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	756.4543	539.1795:3947 539.20862:1104641 540.21204:267654 541.21442:53716 541.29669:3394 542.21851:3442	
46	Unknown	1159	8.379922	8.59204	8.70172	540.212	232004.171875	793740.8125	null	[M+H]+	M + 1	isotope of 45	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4640.083	540.21204:267654 541.21442:53716 541.29669:3394 542.21851:3442	
47	Unknown	1159	8.474998	8.59204	8.80411	562.2846	333035.28125	1191641.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	539.9189	562.28461:420753 563.28796:110733 564.28949:20135 564.33887:4303 565.29199:3975 566.31335:2530	
48	Unknown	1159	8.38729	8.59204	8.687094	576.3	110277.9765625	382478.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	128.2113	576.29999:130614 577.30353:32338 578.27991:2685 578.66168:3626 579.3537:2474 579.37262:6589 580.37158:3152	
49	Unknown	1159	8.379922	8.59204	8.753075	638.3004	227008.59375	770488.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4540.172	638.30042:283577 638.45032:3948 639.30383:94687 640.30621:17021 640.3349:2445 641.88861:4571 642.81592:3365	
50	Unknown	1159	8.409177	8.59204	8.709033	650.3002	158684.875	540695.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3173.698	649.94153:4816 650.30023:208836 650.56616:2904 651.30365:57283 652.30658:12487 654.36047:3325 654.54828:5520 654.87915:6256	
51	Unknown	1172	8.445745	8.687094	8.826107	414.2992	209617.78125	1017131.9375	null	[M+H]+	M + 0	similar chromatogram in higher mz_52	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4192.356	414.29919:230463 415.30258:64495 416.26248:4365 416.29666:5076 416.30841:6586 418.24203:4232 418.27957:8690	
52	Unknown	1172	8.467685	8.687094	8.848005	432.3098	111282.390625	539101.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2225.648	432.25757:5614 432.30975:116315 433.21817:4354 433.31305:37577 434.23688:2987 434.27283:4153 434.30865:4793 435.19775:4130 435.23248:3713 436.25183:4157 436.2876:2873 437.17734:2733 437.21411:7891 437.25046:4931	
53	Unknown	1177	8.635899	8.72366	8.869933	311.1847	148141.390625	663468.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	60.75642	311.0517:4848 311.14587:13321 311.18466:161563 311.21881:24411 312.18787:23788 312.2218:7175 313.12411:3286 313.16141:10205 313.19342:2443 313.19778:2399 315.29962:3211	
54	Unknown	1179	8.613956	8.738287	8.986948	289.0701	373473.25	2527213.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	110.247	289.07013:401620 290.07349:66101 291.07339:3776 291.15552:3787 291.19406:3291 293.13538:11434 293.1731:11352 293.21048:8610	
55	Unknown	1195	8.774855	8.855305	8.943069	277.1792	291097.84375	1062978.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	239.5158	277.10355:3862 277.17923:342569 277.21564:16012 278.18246:63750 278.21973:2936 279.0929:6887 279.12015:6988 279.15866:5001 279.18683:4607 279.19507:4424 279.23221:3603 281.13498:8777 281.17426:5944	
56	Unknown	1210	8.884682	8.965012	9.162475	105.0334	248261.015625	980506.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	448.3066	104.74387:1868 104.96323:7816 104.99213:9883 105.03339:304964 105.06973:12683 105.07384:13000 105.83845:2077 106.03675:17505 106.96503:2110 107.04897:13864 107.08545:11232 107.58162:5479 107.58332:2384 107.88937:1907 108.05193:2096 109.06464:19038 109.10105:18292	
57	Unknown	1210	8.891873	8.965012	9.14785	245.1143	291806.40625	1161949.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	224.6082	244.90256:2570 245.07857:3354 245.1143:345105 246.11761:44738 246.15102:3800 247.1277:4452 248.0211:23947 248.11307:3645 248.14935:2650 249.14917:3619 249.18083:4064 250.02141:11297	
58	Unknown	1215	8.928442	9.001581	9.11128	221.1167	147719.59375	557432.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	121.9198	221.05203:4662 221.1167:181047 221.15288:5555 221.18921:3304 222.112:3227 222.11995:14871 223.09274:3828 223.13242:4769 223.16884:6716 224.01218:2545 225.14822:4994 225.18393:4219 225.97658:2393	
59	Unknown	1216	8.767542	9.008939	9.177103	172.1692	901812.5625	3079622.75	null	[M+H]+	M + 0	similar chromatogram in higher mz_58	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2013.959	172.03174:2462 172.05757:3189 172.0965:5789 172.16122:6946 172.16414:10145 172.16924:1123660 172.1761:9474 173.02843:18540 173.07816:6823 173.09605:2873 173.13231:4239 173.17261:127445 173.96098:3381 173.99744:4643 174.07573:25198 174.1123:3295 174.15981:1995 174.17589:4555 174.96843:48300 175.04488:9658 175.1114:6442 175.14816:3936 176.09138:24513 176.12785:7205 176.96898:9561 176.98856:4255 177.08836:2322 177.09073:2021 177.12715:8935	
60	Unknown	1231	8.738287	9.118645	9.425875	273.0751	8032865	37752976	null	[M+H]+	M + 0	similar chromatogram in higher mz_62	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14535.83	272.87833:2892 272.88129:2532 272.93649:5086 273.00485:2652 273.01135:7151 273.01804:5797 273.03195:9755 273.03857:11283 273.04199:7611 273.0459:7736 273.04858:14317 273.05289:10466 273.05646:17010 273.05884:31259 273.06491:54204 273.07507:8538072 273.08823:39851 273.09488:16718 273.09814:13871 273.10168:9191 273.10489:10828 273.11502:10116 273.12158:5512 273.12564:5337 273.12897:6245 273.13568:6990 273.14233:3943 273.14557:5761 273.16638:6820 273.17233:3493 273.18304:5821 273.26913:2835 273.27475:2609 273.59927:10928 273.61957:3939 273.64767:2414 273.66534:3909 274.0784:1375421 275.08136:87908 275.20056:5141 276.08237:13645 277.17902:5661 277.21555:30752	
61	Unknown	1231	8.811423	9.118645	9.359946	274.0784	1309173.75	6133481.5	null	[M+H]+	M + 1	isotope of 60	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26183.48	273.59927:10928 273.61957:3939 273.64767:2414 273.66534:3909 274.0784:1375421 275.08136:87908 275.20056:5141 276.08237:13645 277.17902:5661 277.21555:30752 278.21866:5165	
62	Unknown	1231	8.965012	9.118645	9.374617	295.0571	311004.3125	1167024.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6220.086	295.0571:393966 295.11475:6398 295.15097:12177 295.18918:6744 295.22617:16856 296.06052:71721 296.22931:2842 297.06085:7805 297.0715:3565 297.13062:3904 297.16595:5198 297.24191:6898 299.07419:6706 299.10934:3512	
63	Unknown	1237	8.950388	9.162475	9.403823	415.2106	484787.9375	1642789.625	null	[M+H]+	M + 0	similar chromatogram in higher mz_65; similar chromatogram in higher mz_66; similar chromatogram in higher mz_68; similar chromatogram in higher mz_69	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9695.759	415.1951:4252 415.21063:574966 416.21399:161371 417.21716:20284 419.23856:5669	
64	Unknown	1237	8.972379	9.162475	9.367255	416.214	128098.2421875	419346.875	null	[M+H]+	M + 1	isotope of 63	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2561.965	416.21399:161371 417.21716:20284 419.23856:5669 420.25995:5693	
65	Unknown	1237	8.965012	9.162475	9.264927	437.1926	269687.75	909152.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5393.755	437.1926:320759 437.21207:8392 437.21619:7866 437.24951:3345 438.19589:88618 438.34146:5545 439.19824:10415 439.22922:7696 441.20975:3762 441.24478:4199	
66	Unknown	1237	8.950388	9.162475	9.257684	460.2683	361683.59375	1275748.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7233.672	460.26831:412934 461.27188:121091 462.06744:3074 462.27594:20264 462.3056:3237 464.24603:3780 464.28238:4422 465.20758:3450 465.24271:5997	
67	Unknown	1237	8.965012	9.162475	9.272193	461.2719	105233.25	370055.1875	null	[M+H]+	M + 1	isotope of 66	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	182.337	461.27188:121091 462.06744:3074 462.27594:20264 462.3056:3237 464.24603:3780 464.28238:4422 465.20758:3450 465.24271:5997	
68	Unknown	1237	8.994264	9.162475	9.31606	536.2845	280717.4375	925279.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	500.7366	536.28448:359802 537.28809:108100 538.2912:18849 539.21021:4250	
